caseid,noisy_path,clean_path
1072938,1072938/T1_noisy.nii.gz,1072938/T1_clean.nii.gz
1073032,1073032/T1_noisy.nii.gz,1073032/T1_clean.nii.gz
1073431,1073431/T1_noisy.nii.gz,1073431/T1_clean.nii.gz
1073494,1073494/T1_noisy.nii.gz,1073494/T1_clean.nii.gz
1073559,1073559/T1_noisy.nii.gz,1073559/T1_clean.nii.gz
1073577,1073577/T1_noisy.nii.gz,1073577/T1_clean.nii.gz
1073800,1073800/T1_noisy.nii.gz,1073800/T1_clean.nii.gz
1073844,1073844/T1_noisy.nii.gz,1073844/T1_clean.nii.gz
1074005,1074005/T1_noisy.nii.gz,1074005/T1_clean.nii.gz
1074206,1074206/T1_noisy.nii.gz,1074206/T1_clean.nii.gz
1074391,1074391/T1_noisy.nii.gz,1074391/T1_clean.nii.gz
1074525,1074525/T1_noisy.nii.gz,1074525/T1_clean.nii.gz
1074608,1074608/T1_noisy.nii.gz,1074608/T1_clean.nii.gz
1074651,1074651/T1_noisy.nii.gz,1074651/T1_clean.nii.gz
1075082,1075082/T1_noisy.nii.gz,1075082/T1_clean.nii.gz
1075367,1075367/T1_noisy.nii.gz,1075367/T1_clean.nii.gz
1076125,1076125/T1_noisy.nii.gz,1076125/T1_clean.nii.gz
1076190,1076190/T1_noisy.nii.gz,1076190/T1_clean.nii.gz
1076383,1076383/T1_noisy.nii.gz,1076383/T1_clean.nii.gz
1076587,1076587/T1_noisy.nii.gz,1076587/T1_clean.nii.gz
1076684,1076684/T1_noisy.nii.gz,1076684/T1_clean.nii.gz
1076885,1076885/T1_noisy.nii.gz,1076885/T1_clean.nii.gz
1077061,1077061/T1_noisy.nii.gz,1077061/T1_clean.nii.gz
1077083,1077083/T1_noisy.nii.gz,1077083/T1_clean.nii.gz
1077484,1077484/T1_noisy.nii.gz,1077484/T1_clean.nii.gz
1077672,1077672/T1_noisy.nii.gz,1077672/T1_clean.nii.gz
1078086,1078086/T1_noisy.nii.gz,1078086/T1_clean.nii.gz
1078374,1078374/T1_noisy.nii.gz,1078374/T1_clean.nii.gz
1079443,1079443/T1_noisy.nii.gz,1079443/T1_clean.nii.gz
1080076,1080076/T1_noisy.nii.gz,1080076/T1_clean.nii.gz
1080149,1080149/T1_noisy.nii.gz,1080149/T1_clean.nii.gz
1080164,1080164/T1_noisy.nii.gz,1080164/T1_clean.nii.gz
1080518,1080518/T1_noisy.nii.gz,1080518/T1_clean.nii.gz
1080687,1080687/T1_noisy.nii.gz,1080687/T1_clean.nii.gz
1080979,1080979/T1_noisy.nii.gz,1080979/T1_clean.nii.gz
1081318,1081318/T1_noisy.nii.gz,1081318/T1_clean.nii.gz
1081451,1081451/T1_noisy.nii.gz,1081451/T1_clean.nii.gz
1081638,1081638/T1_noisy.nii.gz,1081638/T1_clean.nii.gz
1081819,1081819/T1_noisy.nii.gz,1081819/T1_clean.nii.gz
1082969,1082969/T1_noisy.nii.gz,1082969/T1_clean.nii.gz
1083549,1083549/T1_noisy.nii.gz,1083549/T1_clean.nii.gz
1083617,1083617/T1_noisy.nii.gz,1083617/T1_clean.nii.gz
1083663,1083663/T1_noisy.nii.gz,1083663/T1_clean.nii.gz
